Row Number,Artist Names,Track Names
339,guardin,Doormat
340,RONI,Wasted / Only You
341,"Tory Lanez, Rich The Kid, Lil Wayne",TAlk tO Me (with Rich The Kid feat. Lil Wayne) - Remix
342,27CLUB,SOBER
343,Kevin Kazi,Christian Dior
344,Daniel Caesar,Who Hurt You?
345,SAINt JHN,I Can Fvcking Tell
346,Machine Gun Kelly,drunk face
347,93FEETOFSMOKE,cut the feedback!
348,Travis Scott,wonderful
349,Drake,Trust Issues
350,"Zaini, vict molina, Keagan",Joke
351,Paris Shadows,OUTSIDE
352,brakence,fuckboy
353,Petit Biscuit,Memories
354,SAINt JHN,Roses
355,underscores,pay attention!
356,Pop Smoke,Something Special
357,"Machine Gun Kelly, Halsey",forget me too (feat. Halsey)
358,"StaySolidRocky, Lil Uzi Vert",Party Girl (Remix)
359,Surf Curse,Disco
360,guardin,Inside
361,KYLE,Ups & Downs
362,juno,obsessed
363,Marco Luka,do me wrong
364,JELEEL!,Hasta la Vida!
365,POORSTACY,I Want Smoke
366,Jutes,Sideshow
367,Justin Rarri,NEVADA
368,"100 gecs, Laura Les, Dylan Brady",ringtone
369,Drake,Passionfruit
370,BLESSED,Memoirs of the Melancholy
371,"100 gecs, Laura Les, Dylan Brady",money machine
372,Nameless,Asu No Yozora Shoukaihan
373,Lil Tecca,Did It Again
374,Kanye West,Waves
375,"Dj Yo!, CKay, AX'EL",Love Nwantiti - Remix
376,"Roderick Porter, Jay Portal",Unconditional
377,Lil Uzi Vert,Prices
378,Global Dan,For A Reason
379,"WizKid, Burna Boy",Ginger (feat. Burna Boy)
380,Drex Carter,Monday Mourning
381,"Travis Scott, Quavo",Oh My Dis Side (feat. Quavo)
382,Sevdaliza,Wallflower
383,benny mayne,THE WORST
384,Lil Uzi Vert,Myron
385,Lil Uzi Vert,Venetia
386,"Travis Scott, The Weeknd",Pray 4 Love (feat. The Weeknd)
387,Drake,Jungle
388,Lil Uzi Vert,P2
389,King Theta,Shadow
390,"KREAM, Maia Wright",Decisions (feat. Maia Wright)
391,Bon Iver,"Hey, Ma"
392,"Travis Scott, Swae Lee, Chief Keef",Nightcrawler (feat. Swae Lee & Chief Keef)
393,"Young Thug, Travis Scott",pick up the phone
394,"sober rob, Trevor Daniel",Gone
395,Pop Smoke,Flexin'
396,Juice WRLD,Make Believe
397,Oshi,silly boy
398,"Tyla Yaweh, SAINt JHN, Post Malone",Tommy Lee (feat. SAINt JHN & Post Malone) - Remix
399,"Kanye West, Kid Cudi, Raekwon",Gorgeous
400,"Treyarch Sound, Brian Tuey, James McCawley, Kevin Sherwood",115
401,"Playboi Carti, Lil Uzi Vert",Shoota (feat. Lil Uzi Vert)
402,Evilmane,Alone
403,"Tyla Yaweh, Post Malone",Tommy Lee (feat. Post Malone)
404,Three Days Grace,I Hate Everything About You
405,"Silent Boy, Sace",On My Mind
406,cxltgod,FTC
407,HEX,Inferno
408,Drippin So Pretty,Green Dot
409,Speng Squire,Vent
410,Lance Free,Clementine
411,"Wifisfuneral, Coi Leray",Lost in Time (feat. Coi Leray)
412,A Boogie Wit da Hoodie,Me and My Guitar
413,AG Club,Hngover
414,Tony Velour,Do or Die
415,"Jakkyboí, Yung Scuff",dying 2 kno
416,"Ariana Grande, Victoria Monét",MONOPOLY (with Victoria Monét)
417,Tothegood,"One Who Hurts, One Who Loves."
418,Amyl and The Sniffers,GFY
419,diveliner,Closer
420,"King Theta, Jakkyboí",Without You
421,100 gecs,sympathy 4 the grinch
422,Naïka,Sauce
423,Verzache,Needs
424,"Travis Scott, Lil Uzi Vert, Kanye West",Watch (feat. Lil Uzi Vert & Kanye West)
425,Tory Lanez,Who Needs Love
426,PinkPantheress,Break it off
427,All Time Low,"Dear Maria, Count Me In"
428,"juno, AViT",insomnia
429,Machine Gun Kelly,concert for aliens
430,"fats'e, jay vee",best of me
431,"Future, Drake",Life Is Good (feat. Drake)
432,shinigami,heart attack
433,Maggie Lindemann,Would I
434,Arizona Zervas,ROXANNE
435,Kanye West,Blood On The Leaves
436,"100 gecs, Laura Les, Dylan Brady",stupid horse
437,Yusei,Missing Thinking Wanting You
438,N i G H T S,Basic
439,"Travis Scott, Future, 2 Chainz",3500 (feat. Future & 2 Chainz)
440,"familypet, LiL Lotus","so long, goodbye"
441,Mac DeMarco,My Kind of Woman
442,Eminem,Without Me
443,No Shame,Take the Money & Run
444,88GLAM,Baby Bro
445,Michael Wyckoff,Bone Theme
446,"Prettyboy D-O, WANI",Mentally
447,"nothing,nowhere.",hammer
448,"Alex Skrindo, Miza",Thinkin'
449,Kid Cudi,Up Up & Away
450,Jack Daily,Pop Style - Jack Daily Remix
451,convolk,all black fit
452,LIL DUSTY G,Squash
453,Bryson Tiller,Exchange
454,Lil Uzi Vert,Celebration Station
455,Dylan Brady,I'll Make You Miss Me All The Time
456,"DJ Khaled, Nas, JAY-Z, James Fauntleroy","SORRY NOT SORRY (feat. Nas, JAY-Z & James Fauntleroy) - Harmonies by The Hive"
457,Travis Scott,goosebumps
458,Tory Lanez,Do The Most
459,guardin,Solitary
460,Kanye West,Father Stretch My Hands Pt. 1
461,"the bootleg boy, artemis orion",blue
462,"Drake, Lil Durk",Laugh Now Cry Later (feat. Lil Durk)
463,Kanye West,No Child Left Behind
464,The Weeknd,Save Your Tears
465,"Juice WRLD, Lil Uzi Vert",Lucid Dreams (feat. Lil Uzi Vert) - Remix
466,Koi,sbs
467,93FEETOFSMOKE,sick of myself
468,"Vicetone, MERŌN",Walk Thru Fire
469,3rem,Tongue Tied
470,Stormzy,Wiley Flow
471,Rezcoast Grizz,Lost You
472,"Juice WRLD, Rvssian, Clever",Ring Ring (with Rvssian feat. Clever)
473,Yung Bans,Partna In Crime (P.I.C.)
474,Polo G,Martin & Gina
475,"93FEETOFSMOKE, Anxiety Attacks!",Bending to Grow
476,"Jorja Smith, Burna Boy",Be Honest (feat. Burna Boy)
477,"Teqkoi, Snøw",I'm Not Enough and I'm Sorry
478,Kid Cudi,Soundtrack 2 My Life
479,"SAINt JHN, A Boogie Wit da Hoodie",Monica Lewinsky (feat. A Boogie wit da Hoodie)
480,"Yungcudii, Young $cotty, Suigeneris",Departed
481,The Killers,Mr. Brightside
482,Mooski,Track Star
483,Lxst,Exhausted
484,"POORSTACY, Travis Barker",Nothing Left
485,"The Kid LAROI, Juice WRLD",GO (feat. Juice WRLD)
486,i_o,Castles In The Sky
487,Travis Scott,CAROUSEL
488,Capstan,Stars Before The Sun
489,"Afrojack, BROHUG, TITUS, Exlau",Let It Rip - Exlau Remix
490,100 gecs,toothless
491,raspy,meadow
492,Blbrri,lavender lover
493,The Weeknd,Hardest To Love
494,"Flowars, guardin",bloodsucker
495,POORSTACY,hollow
496,Juice WRLD,Righteous
497,eli.,girls like u
498,"Lil Tecca, Juice WRLD",Ransom (with Juice WRLD) - Remix
499,juno,karma
500,Paper Rival,Foreign Film Collection
501,BIGBABYGUCCI,Blood on the Asphalt
502,Travis Scott,guidance
503,Dylan Brady,Of Course I Still Love You
504,Maleek Berry,Been Calling
505,"Big Sean, Drake",Blessings
506,Leo IV,high maintenance
507,Bobby Raps,Believe the Lie
508,27CLUB,ANXIOUS
509,"Kanye West, Dwele",Flashing Lights
510,Jonathan Parecki,ONE PUNCH MAN Opening Theme - THE HERO
511,"Future, Lil Uzi Vert",Drankin N Smokin
512,"Sorry X, 916frosty",Subject to Change
513,"benny blanco, Juice WRLD, Brendon Urie",Roses (with Juice WRLD feat. Brendon Urie)
514,Eminem,The Real Slim Shady
515,"Trippie Redd, Playboi Carti",Miss The Rage (feat. Playboi Carti)
516,"SAINt JHN, Imanbek",Roses - Imanbek Remix
517,Logic,Hit My Line
518,"Jaden, SYRE",Again
519,PnB Rock,My Ex
520,Sevdaliza,Rhode
521,Chief Keef,Faneto
522,Regina Spektor,Samson
523,"93FEETOFSMOKE, Tothegood",I'd do anything to keep you here (RIP RILEY I LOVE YOU)
524,"Tm88, Lil Uzi Vert",Slayerr
525,Trevor Daniel,On My Own
526,"Drake, Playboi Carti",Pain 1993 (with Playboi Carti)
527,Kyle The Hooligan,On My Own
528,SAINt JHN,Gorgeous
529,Ibranovski,Beggin'
530,Trevor Daniel,Never
531,Travis Scott,Impossible
532,"Tuxx, shinigami",Toxic
533,"Powfu, beabadoobee",death bed (coffee for your head)
534,Mac DeMarco,Chamber Of Reflection
535,"iann dior, Bernard Jabs",molly
536,SAINt JHN,5 Thousand Singles
537,Aizayah Hills,Fallout
538,Shamir,Ocean Eyes
539,Drake,5 Am in Toronto
540,"Yung Bleu, Drake",You’re Mines Still (feat. Drake)
541,Lil Uzi Vert,Baby Pluto
542,The Killers,Somebody Told Me
543,Ibranovski,Only You
544,"Spooky Boi, Effy",Crash
545,Teezo Touchdown,Careful
546,"Pritty, Kevin Bedford",Imagine That
547,"Ty Dolla $ign, Joe Moses",Wavy (feat. Joe Moses)
548,"Young Thug, Young Stoner Life, Gunna, Lil Baby",Chanel (Go Get It) [feat. Gunna & Lil Baby]
549,Juice WRLD,All Girls Are The Same
550,93FEETOFSMOKE,PPL THT I LUV THE MOST
551,Capstan,Wax Poetic (Acoustic)
552,Playboi Carti,King Vamp
553,"Travis Scott, Kacy Hill",90210 (feat. Kacy Hill)
554,Lil Uzi Vert,Moon Relate
555,BROHUG,Stockholm
556,Pop Smoke,Welcome To The Party
557,Bon Iver,"Hinnom, TX"
558,"Global Dan, Global AzN",Poison
559,"DJ Khaled, Drake",POPSTAR (feat. Drake)
560,Yxngxr1,"Damn, She Just Broke Up w/ Me"
561,"Oklou, Casey MQ",Lurk
562,"100 gecs, Laura Les, Dylan Brady",hand crushed by a mallet
563,"food house, Gupi, Fraxiom",mos thoser
564,convolk,-_-uncertain-_-
565,Juice WRLD,Lean Wit Me
566,The Weeknd,After Hours
567,Yung Lean,Pikachu
568,Tom The Mail Man,My Storm
569,"fats'e, shinigami, 93FEETOFSMOKE",old me
570,"JACKBOYS, Travis Scott, Young Thug",OUT WEST (feat. Young Thug)
